questionText,questionType,answerText,answerType,answerHelpfulness,Helpfulness_Target
"In some reviews I see that the set cames with a baby, but I just learned from the manufacturer that only models E3459 come with baby and older models E3457 do not. This listing indicates the older version, so if I order will I receive the baby or not? Or is it just a gamble?",descriptive,"I'm trying to get a set with a baby, too. I spoke with someone at Hape who said that the older model does NOT come with a baby but that they now make a newer model that DOES include a baby. So if you're dealing with a retailer through Amazon who has the old stock, you're out of luck. On top of that, Amazon rotates who they pull their stock from so even if you DO contact the seller to see if they have the newer model, they may not be the seller that Amazon pulls that item from when you finally order it. Does that make sense? The three times I've looked at this item on Amazon have yielded three different ""Sold by ____. Fulfilled by Amazon."" I'm going to go ahead and take a chance. If I don't get a baby, I can buy it separate. Search ""Hape Happy Baby"" on Amazon.",NA,"[4, 4]",1
"In some reviews I see that the set cames with a baby, but I just learned from the manufacturer that only models E3459 come with baby and older models E3457 do not. This listing indicates the older version, so if I order will I receive the baby or not? Or is it just a gamble?",descriptive,I just ordered this set for a gift and was pleased that it DID come with the baby,NA,"[3, 3]",1
How long does it take for a car to charge?,descriptive,All night and then some.,NA,"[0, 1]",0
"Need to purchase extra car, which one is compatable with stunt park",descriptive,I do not own this item. Never heard of it. Sorry.,NA,"[0, 2]",0
"Need to purchase extra car, which one is compatable with stunt park",descriptive,We didn't get an additional car. But we only have one child who plays with this track.,NA,"[0, 2]",0
Hi is this the original release or the improved reissue version?,descriptive,I am worried about buying this figure since I have heard multiple reports of the left arm falling off? is this still happening?,NA,"[2, 3]",0
input and output voltage please?,descriptive,I bought themt  for my grand daughter and niece. Never used them. Sorry,NA,"[0, 1]",0
220V ?,descriptive,sorry i don't know. it was for a gift.,NA,"[0, 1]",0
"DOoes this connect to one spot on the left and one spot on the right  on a single swing beam, or does it require a front and back swing beam?",descriptive,"Hi Kristy ~  We have this swing hooked up to one eye hook on each side.  We have two beams available, but it just needs one.  :)",NA,"[2, 2]",1
do I have to buy parts to hang it to swing set,yesno,All parts are included as long as you have a normal swing set,NA,"[2, 2]",1
what is the size of the box,descriptive,It's been quite a while since I bought this and saw it in the box.  What is your concern about the size?,NA,"[0, 1]",0
What are the dimensions of this climber when it is fully assembled?,descriptive,"Approximately 74"" diameter base by 47"" high to the top of the tower",NA,"[5, 5]",1
What are the dimensions of this climber when it is fully assembled?,descriptive,I think it's about 5' x 5' x 4.5' tall.,NA,"[4, 7]",0
What are the dimensions of this climber when it is fully assembled?,descriptive,I honestly don't know but I think the response from Andrea is pretty much on target.,NA,"[0, 5]",0
what age range is appropriate for this ?,descriptive,"Hi. Sorry it took so long to respond. I would say, based on my experience, that this ""toy"" is perfect for three to six year olds. I always have a lot of kids at the house and those younger than three and older than six never seem to gravitate towards it. Hope this helps.",NA,"[2, 2]",1
Is it possible to use this indoors? I need something for my 4yo climber when it's too cold to stay outside.,descriptive,"We started out with it indoors and moved it out in the summer.  Our son used it most when it was inside.  I made a ""platform"" out of cloth that he could sit at the top...like a little king. It does take up a lot of floor space.",NA,"[3, 3]",1
Is it possible to use this indoors? I need something for my 4yo climber when it's too cold to stay outside.,descriptive,Yes! That is why I got it.,NA,"[2, 2]",1
Is it possible to use this indoors? I need something for my 4yo climber when it's too cold to stay outside.,descriptive,"Funny you should ask... we actually have it in our upstairs bonus/family room right now!  It works great inside on carpet.  I advise moving hard furniture away from the area in case they fall, but otherwise it is a great indoor winter way to burn off some steam for the kids.",NA,"[2, 2]",1
Is it possible to use this indoors? I need something for my 4yo climber when it's too cold to stay outside.,descriptive,"I don't think so, unless you have a very big room. I also don't think it's much of a challenge for a four year old. I bought this for my 4 year old twin grandchildren and they barely used it.",NA,"[2, 3]",0
If we bought 2 kits would it have the right pieces to increase height 1 level?,descriptive,Unknown.,NA,"[0, 1]",0
"does the palace come with any of the little people princesses, or are those sold separately?",descriptive,"Hi, Yes the Little People Disney Princess Palace comes with Cinderella and Snow White. You can buy the other Princesses separately and they fit into the Palace and sing their own songs too!",NA,"[2, 2]",1
"Can this be pushed in front of you or can you only pull it behind you? Also, is it comfortable for a tall adult to use?",descriptive,"You can only pull it behind you!  My husband is 6'4"" And he can pull it just fine without  having to stoop over.  We love the wagon by the way. So do my Grandkids",NA,"[2, 2]",1
Why has the price gone up twice in the last month?,descriptive,"The price of the Jabbas Palace has fluctuated quite a bit in the last few months, this is partly due to its being retired by Lego and holiday demand.  Amazon's items for sale are listed on a tiered system from lowest priced to highest priced.  As each vendor depletes their inventory the next vendor on the list moves up.  Now that the set is retired it will only continue to climb.",NA,"[0, 1]",0
CAN 2 SETS BE BOUGHT AND USED TOGETHER?,descriptive,yes.,NA,"[5, 5]",1
CAN 2 SETS BE BOUGHT AND USED TOGETHER?,descriptive,when you purchase this item is there  1 or 2 in the box,NA,"[1, 5]",0
Can 4 people play together? I saw somewhere that someone explained how 4 people could play but I cannot find it.,descriptive,"You could, but why bother. You can't see the lazer beam so you won't know who tagged whom. My grandchildren are very disappointed and the spaceships just lay around their room.",NA,"[0, 1]",0
quality,descriptive,"excellent  quality, very smooth action, solid construction. Make sure you keep your fingers out of the center while letting the kite out. If it gets going too fast it can catch your fingers in the center and you'll be in serious pain. trust me. My fault, not the product. Highly recommended and this is my second one.",NA,"[2, 2]",1
Just received my reels; where/how exactly do you tie/connect the kite string to the reel? Thanks.,descriptive,"I haven't had a chance to use it.  Sorry, no answer to you now.",NA,"[0, 1]",0
